SK_ID_CURR,TARGET,NAME_CONTRACT_TYPE_x,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT_x,AMT_ANNUITY_x,AMT_GOODS_PRICE_x,NAME_TYPE_SUITE_x,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,OWN_CAR_AGE,FLAG_MOBIL,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,WEEKDAY_APPR_PROCESS_START_x,HOUR_APPR_PROCESS_START_x,REG_REGION_NOT_LIVE_REGION,REG_REGION_NOT_WORK_REGION,LIVE_REGION_NOT_WORK_REGION,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,ORGANIZATION_TYPE,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,APARTMENTS_AVG,BASEMENTAREA_AVG,YEARS_BEGINEXPLUATATION_AVG,YEARS_BUILD_AVG,COMMONAREA_AVG,ELEVATORS_AVG,ENTRANCES_AVG,FLOORSMAX_AVG,FLOORSMIN_AVG,LANDAREA_AVG,LIVINGAPARTMENTS_AVG,LIVINGAREA_AVG,NONLIVINGAPARTMENTS_AVG,NONLIVINGAREA_AVG,APARTMENTS_MODE,BASEMENTAREA_MODE,YEARS_BEGINEXPLUATATION_MODE,YEARS_BUILD_MODE,COMMONAREA_MODE,ELEVATORS_MODE,ENTRANCES_MODE,FLOORSMAX_MODE,FLOORSMIN_MODE,LANDAREA_MODE,LIVINGAPARTMENTS_MODE,LIVINGAREA_MODE,NONLIVINGAPARTMENTS_MODE,NONLIVINGAREA_MODE,APARTMENTS_MEDI,BASEMENTAREA_MEDI,YEARS_BEGINEXPLUATATION_MEDI,YEARS_BUILD_MEDI,COMMONAREA_MEDI,ELEVATORS_MEDI,ENTRANCES_MEDI,FLOORSMAX_MEDI,FLOORSMIN_MEDI,LANDAREA_MEDI,LIVINGAPARTMENTS_MEDI,LIVINGAREA_MEDI,NONLIVINGAPARTMENTS_MEDI,NONLIVINGAREA_MEDI,FONDKAPREMONT_MODE,HOUSETYPE_MODE,TOTALAREA_MODE,WALLSMATERIAL_MODE,EMERGENCYSTATE_MODE,OBS_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,FLAG_DOCUMENT_2,FLAG_DOCUMENT_3,FLAG_DOCUMENT_4,FLAG_DOCUMENT_5,FLAG_DOCUMENT_6,FLAG_DOCUMENT_7,FLAG_DOCUMENT_8,FLAG_DOCUMENT_9,FLAG_DOCUMENT_10,FLAG_DOCUMENT_11,FLAG_DOCUMENT_12,FLAG_DOCUMENT_13,FLAG_DOCUMENT_14,FLAG_DOCUMENT_15,FLAG_DOCUMENT_16,FLAG_DOCUMENT_17,FLAG_DOCUMENT_18,FLAG_DOCUMENT_19,FLAG_DOCUMENT_20,FLAG_DOCUMENT_21,AMT_REQ_CREDIT_BUREAU_HOUR,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_YEAR,SK_ID_PREV,NAME_CONTRACT_TYPE_y,AMT_ANNUITY_y,AMT_APPLICATION,AMT_CREDIT_y,AMT_DOWN_PAYMENT,AMT_GOODS_PRICE_y,WEEKDAY_APPR_PROCESS_START_y,HOUR_APPR_PROCESS_START_y,FLAG_LAST_APPL_PER_CONTRACT,NFLAG_LAST_APPL_IN_DAY,RATE_DOWN_PAYMENT,RATE_INTEREST_PRIMARY,RATE_INTEREST_PRIVILEGED,NAME_CASH_LOAN_PURPOSE,NAME_CONTRACT_STATUS,DAYS_DECISION,NAME_PAYMENT_TYPE,CODE_REJECT_REASON,NAME_TYPE_SUITE_y,NAME_CLIENT_TYPE,NAME_GOODS_CATEGORY,NAME_PORTFOLIO,NAME_PRODUCT_TYPE,CHANNEL_TYPE,SELLERPLACE_AREA,NAME_SELLER_INDUSTRY,CNT_PAYMENT,NAME_YIELD_GROUP,PRODUCT_COMBINATION,DAYS_FIRST_DRAWING,DAYS_FIRST_DUE,DAYS_LAST_DUE_1ST_VERSION,DAYS_LAST_DUE,DAYS_TERMINATION,NFLAG_INSURED_ON_APPROVAL,id_modified
345932,0,Cash loans,F,N,N,0,135000.0,343800.0,13090.5,225000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.02461,-19396,-722,-9615.0,-2910,,1,1,0,1,1,0,Cleaning staff,2.0,2,2,TUESDAY,9,0,0,0,0,0,0,Transport: type 2,,0.6835795688793229,0.7874761977281463,0.0165,0.0,0.9692,0.5784,,0.0,0.0345,0.0417,0.0417,0.0194,0.0134,0.0103,0.0,0.0,0.0168,0.0,0.9692,0.5949,,0.0,0.0345,0.0417,0.0417,0.0199,0.0147,0.0107,0.0,0.0,0.0167,0.0,0.9692,0.584,,0.0,0.0345,0.0417,0.0417,0.0198,0.0137,0.0104,0.0,0.0,reg oper account,block of flats,0.0076,Wooden,No,0.0,0.0,0.0,0.0,-1126.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,4.0,1251750,Cash loans,27574.47,675000.0,767664.0,,675000.0,SATURDAY,12,Y,1,,,,XNA,Approved,-276,Cash through the bank,XAP,Family,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,48.0,low_normal,Cash X-Sell: low,365243.0,-246.0,1164.0,365243.0,365243.0,1.0,
333253,0,Cash loans,M,N,Y,0,157500.0,585000.0,18999.0,585000.0,Family,Pensioner,Lower secondary,Married,House / apartment,0.0145199999999999,-20773,365243,-10960.0,-3807,,1,0,0,1,0,0,,2.0,2,2,WEDNESDAY,14,0,0,0,0,0,0,XNA,,0.229002990241038,0.5549467685334323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-2147.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,5.0,2346853,Cash loans,,0.0,0.0,,,MONDAY,12,Y,1,,,,XNA,Canceled,-16,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,,
177321,0,Cash loans,F,N,N,0,90000.0,143910.0,13446.0,135000.0,Unaccompanied,Pensioner,Secondary / secondary special,Single / not married,House / apartment,0.035792,-24843,365243,-2096.0,-4876,,1,0,0,1,0,0,,1.0,2,2,THURSDAY,10,0,0,0,0,0,0,XNA,,0.6753837092365171,0.6296742509538716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,-1670.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,2.0,1929513,Cash loans,9426.24,45000.0,46485.0,,45000.0,SUNDAY,10,Y,1,,,,XNA,Approved,-986,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,walk-in,AP+ (Cash loan),1403,XNA,6.0,high,Cash Street: high,365243.0,-956.0,-806.0,-806.0,-796.0,1.0,
202303,0,Cash loans,F,N,N,1,90000.0,157500.0,10651.5,157500.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,With parents,0.009175,-9443,-300,-470.0,-1462,,1,1,1,1,0,0,Sales staff,3.0,2,2,THURSDAY,10,0,0,0,1,1,0,Trade: type 3,,0.6905192178628659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-364.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,1609276,Consumer loans,5621.175,112162.5,124776.0,0.0,112162.5,THURSDAY,11,Y,1,0.0,,,XAP,Approved,-364,Cash through the bank,XAP,,New,Computers,POS,XNA,Country-wide,550,Consumer electronics,24.0,low_action,POS household without interest,365243.0,-332.0,358.0,365243.0,365243.0,0.0,
115652,0,Cash loans,F,N,Y,0,250200.0,95940.0,9616.5,90000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.0228,-20907,-869,-6625.0,-3973,,1,1,0,1,0,0,Cleaning staff,2.0,2,2,MONDAY,11,0,0,0,0,0,0,Business Entity Type 3,,0.1596792335026377,0.6986675550534175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-550.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,6.0,2664795,Cash loans,,0.0,0.0,,,SUNDAY,8,Y,1,,,,XNA,Canceled,-281,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,,
333053,1,Cash loans,F,N,Y,0,202500.0,675000.0,19071.0,675000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.0145199999999999,-18830,-389,-6807.0,-2386,,1,1,0,1,0,0,Cleaning staff,2.0,2,2,MONDAY,9,0,0,0,0,1,1,Trade: type 7,,0.229002990241038,0.5406544504453575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-1619.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0,2487120,Cash loans,29202.615,675000.0,824233.5,,675000.0,THURSDAY,8,Y,1,,,,XNA,Approved,-620,XNA,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,60.0,middle,Cash X-Sell: middle,,,,,,,
351583_1,0,Revolving loans,M,N,Y,0,67500.0,405000.0,20250.0,405000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.011703,-19783,-3694,-4139.0,-3084,,1,1,1,1,1,0,Low-skill Laborers,2.0,2,2,SUNDAY,10,0,0,0,0,1,1,Self-employed,,0.6881308586548461,0.1974745115685422,0.0263,0.0365,0.9742,0.6464,0.0003,0.0,0.1121,0.0521,0.0938,0.0081,0.0212,0.0241,0.001,0.0026,0.0032,0.0,0.9667,0.5622,0.0,0.0,0.1034,0.0,0.0417,0.0,0.0028,0.0014,0.0,0.0,0.0057,0.0,0.9692,0.584,0.0,0.0,0.1034,0.0208,0.0625,0.0069999999999999,0.0047,0.0059,0.0,0.0,reg oper account,block of flats,0.0016,Block,No,0.0,0.0,0.0,0.0,-195.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,7.0,2067132,Cash loans,9823.95,135000.0,135000.0,0.0,135000.0,MONDAY,17,Y,1,0.0,,,XNA,Refused,-2162,XNA,LIMIT,,Repeater,XNA,Cash,x-sell,Country-wide,100,Consumer electronics,24.0,high,Cash Street: high,,,,,,,
242283,0,Cash loans,M,Y,Y,2,225000.0,775012.5,61362.0,661500.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.035792,-14465,-907,-8095.0,-4505,4.0,1,1,0,1,0,0,Drivers,4.0,2,2,MONDAY,10,0,0,0,0,1,1,Business Entity Type 2,0.5983199919038646,0.6115483880929685,0.1694287272664794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-1120.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,9.0,2771823,Revolving loans,38250.0,0.0,765000.0,,,FRIDAY,10,Y,1,,,,XAP,Refused,-661,XNA,HC,,Repeater,XNA,Cards,x-sell,Credit and cash offices,-1,XNA,0.0,XNA,Card X-Sell,,,,,,,
197610,1,Cash loans,M,N,Y,0,247500.0,740218.5,31248.0,639000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.0066709999999999,-14265,-425,-515.0,-731,,1,1,0,1,0,0,Security staff,2.0,2,2,SUNDAY,13,0,0,0,0,0,0,Business Entity Type 3,0.1560391016996143,0.5472258743280612,0.0363537436571439,0.0588,0.0771,0.9657,0.4288,0.0098,0.0,0.0345,0.0833,0.125,0.0465,0.0479,0.0666,0.0,0.0,0.0599,0.08,0.9657,0.4512,0.0099,0.0,0.0345,0.0833,0.125,0.0476,0.0523,0.0694,0.0,0.0,0.0593,0.0771,0.9657,0.4364,0.0099,0.0,0.0345,0.0833,0.125,0.0473,0.0487,0.0678,0.0,0.0,not specified,block of flats,0.0577,"Stone, brick",No,0.0,0.0,0.0,0.0,-689.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,1094153,Cash loans,11240.865,135000.0,170640.0,,135000.0,TUESDAY,19,Y,1,,,,Repairs,Refused,-194,Cash through the bank,HC,Unaccompanied,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,24.0,middle,Cash Street: middle,,,,,,,
367858,0,Cash loans,M,Y,N,0,202500.0,450000.0,21888.0,450000.0,Unaccompanied,Working,Higher education,Married,House / apartment,0.018634,-10462,-1494,-919.0,-3136,1.0,1,1,0,1,0,0,Core staff,2.0,2,2,TUESDAY,9,0,0,0,0,1,1,School,0.1797017724606857,0.4108276035007738,0.5797274227921155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-1870.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,3.0,2472283,Cash loans,10552.275,202500.0,202500.0,,202500.0,MONDAY,12,Y,1,,,,XNA,Refused,-425,Cash through the bank,HC,,Repeater,XNA,Cash,x-sell,Country-wide,51,Connectivity,48.0,high,Cash X-Sell: high,,,,,,,
350890,0,Cash loans,M,N,N,0,135000.0,333000.0,16195.5,333000.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,With parents,0.018801,-12534,-1365,-3624.0,-1649,,1,1,0,1,0,0,,1.0,2,2,TUESDAY,10,0,0,0,0,0,0,Trade: type 7,,0.5814641172298759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,-425.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,1403310,Cash loans,25001.91,238500.0,316440.0,,238500.0,THURSDAY,12,Y,1,,,,Repairs,Refused,-327,Cash through the bank,LIMIT,,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,24.0,high,Cash Street: high,,,,,,,
343545,0,Revolving loans,F,N,Y,1,247500.0,675000.0,33750.0,675000.0,Family,Working,Higher education,Married,House / apartment,0.007114,-16607,-2446,-178.0,-139,,1,1,0,1,0,0,Managers,3.0,2,2,FRIDAY,11,0,0,0,0,0,0,Business Entity Type 3,0.6555644430397236,0.5668905061589316,0.7295666907060153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,1.0,2039434,Cash loans,,0.0,0.0,,,MONDAY,11,Y,1,,,,XNA,Canceled,-416,XNA,XAP,,Refreshed,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,,
191825,0,Cash loans,F,Y,Y,0,292500.0,521280.0,27423.0,450000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.030755,-11572,-3287,-4300.0,-2730,15.0,1,1,0,1,0,0,Sales staff,2.0,2,2,FRIDAY,14,0,0,0,0,1,1,Other,,0.0450875669646067,0.4329616670974407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,0.0,7.0,0.0,-1752.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0,2363157,Consumer loans,11471.535,92551.5,101713.5,0.0,92551.5,THURSDAY,12,Y,1,0.0,,,XAP,Approved,-1303,XNA,XAP,"Spouse, partner",New,Computers,POS,XNA,Stone,625,Consumer electronics,12.0,high,POS household with interest,365243.0,-1272.0,-942.0,-942.0,-915.0,0.0,
352798,1,Cash loans,M,N,Y,1,216000.0,213156.0,10066.5,139500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.018209,-15127,-3107,-4624.0,-4577,,1,1,0,1,0,0,Medicine staff,3.0,3,3,TUESDAY,6,0,0,0,0,1,1,Medicine,0.3436227631213559,0.0887619377448496,0.3077366963789207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-1489.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,5.0,1693083,Consumer loans,4361.715,35595.0,39118.5,0.0,35595.0,THURSDAY,8,Y,1,0.0,,,XAP,Approved,-1489,Cash through the bank,XAP,Family,Repeater,Gardening,POS,XNA,Stone,120,Construction,12.0,high,POS industry with interest,365243.0,-1458.0,-1128.0,-1158.0,-1150.0,0.0,
303280,0,Cash loans,F,N,Y,0,157500.0,284400.0,16011.0,225000.0,Unaccompanied,Pensioner,Higher education,Civil marriage,House / apartment,0.019101,-24085,365243,-784.0,-3264,,1,0,0,1,0,0,,2.0,2,2,WEDNESDAY,11,0,0,0,0,0,0,XNA,,0.6985311590356744,0.8245949709919925,0.3755,0.4752,0.9985,0.9728,0.1215,0.52,0.2241,0.4583,0.0,0.0,0.2994,0.2932,0.0309,0.0424,0.2878,0.1374,0.9985,0.9739,0.1052,0.4028,0.1724,0.4583,0.0,0.0,0.2443,0.2484,0.0078,0.0071,0.381,0.1799,0.9985,0.9732,0.1126,0.52,0.2241,0.4583,0.0,0.0,0.304,0.2872,0.0214,0.0299,reg oper account,block of flats,0.2796,"Stone, brick",No,8.0,0.0,8.0,0.0,-764.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,2245849,Cash loans,22970.295,229500.0,241920.0,,229500.0,TUESDAY,12,Y,1,,,,XNA,Approved,-764,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,12.0,low_normal,Cash X-Sell: low,365243.0,-734.0,-404.0,-524.0,-521.0,1.0,
113097,0,Cash loans,F,Y,Y,0,180000.0,191880.0,19791.0,180000.0,"Spouse, partner",Pensioner,Secondary / secondary special,Married,House / apartment,0.025164,-22446,365243,-921.0,-5165,1.0,1,0,0,1,0,0,,2.0,2,2,TUESDAY,12,0,0,0,0,0,0,XNA,,0.2939875845022613,0.3441550073724169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,1.0,5.0,1.0,-463.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4.0,1452215,Consumer loans,2887.11,24345.0,24079.5,2434.5,24345.0,MONDAY,8,Y,1,0.0999996914151699,,,XAP,Refused,-1821,Cash through the bank,LIMIT,Unaccompanied,Repeater,Mobile,POS,XNA,Country-wide,25,Connectivity,12.0,high,POS mobile with interest,,,,,,,
403125,0,Cash loans,F,N,Y,0,112500.0,254700.0,16582.5,225000.0,Unaccompanied,Commercial associate,Incomplete higher,Single / not married,House / apartment,0.0196889999999999,-8641,-511,-2313.0,-1011,,1,1,1,1,0,0,,1.0,2,2,MONDAY,12,0,0,0,0,0,0,Business Entity Type 3,0.3967245109612975,0.5481142953576279,,0.1052,0.0889,0.9781,0.7008,0.0,0.0,0.2069,0.1667,0.2083,0.0704,0.0849,0.0875,0.0039,0.0034,0.1071,0.0923,0.9782,0.7125,0.0,0.0,0.2069,0.1667,0.2083,0.072,0.0927,0.0912,0.0039,0.0036,0.1062,0.0889,0.9781,0.7048,0.0,0.0,0.2069,0.1667,0.2083,0.0716,0.0864,0.0891,0.0039,0.0035,reg oper account,block of flats,0.0688,Panel,No,2.0,0.0,2.0,0.0,-1040.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,1533776,Consumer loans,,22050.0,22050.0,0.0,22050.0,THURSDAY,10,Y,1,0.0,,,XAP,Refused,-1040,Cash through the bank,HC,,New,Mobile,XNA,XNA,Country-wide,50,Connectivity,,XNA,POS mobile with interest,,,,,,,
435426,0,Cash loans,F,Y,Y,0,225000.0,553806.0,26770.5,495000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0.018801,-12075,-1430,-2121.0,-3739,11.0,1,1,0,1,1,0,High skill tech staff,1.0,2,2,THURSDAY,12,0,0,0,0,0,0,Business Entity Type 3,0.3700785580333994,0.5850731696819009,0.4650692149562261,0.1866,0.1203,0.9886,0.8436,0.0321,0.2,0.1724,0.3333,0.375,0.1005,0.1513,0.2118,0.0039,0.0475,0.1901,0.1249,0.9886,0.8497,0.0324,0.2014,0.1724,0.3333,0.375,0.1028,0.1653,0.2207,0.0039,0.0502,0.1884,0.1203,0.9886,0.8457,0.0323,0.2,0.1724,0.3333,0.375,0.1023,0.1539,0.2156,0.0039,0.0485,reg oper spec account,block of flats,0.1769,"Stone, brick",No,0.0,0.0,0.0,0.0,-3192.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,2185606,Cash loans,26725.14,450000.0,501975.0,,450000.0,FRIDAY,14,Y,1,,,,XNA,Refused,-1028,Cash through the bank,LIMIT,Unaccompanied,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,30.0,middle,Cash Street: middle,,,,,,,
247181,0,Cash loans,F,N,Y,1,144000.0,633681.0,30951.0,445500.0,Unaccompanied,Working,Higher education,Single / not married,House / apartment,0.006852,-13256,-230,-6344.0,-4370,,1,1,0,1,0,0,Sales staff,2.0,3,3,WEDNESDAY,9,0,0,0,0,1,1,Business Entity Type 3,,0.078249547650793,0.1047946227497676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,0.0,6.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1686715,Consumer loans,5235.345,57411.0,51651.0,5760.0,57411.0,THURSDAY,9,Y,1,0.1092676253046217,,,XAP,Approved,-769,Cash through the bank,XAP,,New,Mobile,POS,XNA,Country-wide,40,Connectivity,14.0,high,POS mobile with interest,365243.0,-734.0,-344.0,-344.0,-339.0,0.0,
139663,0,Cash loans,F,N,Y,2,108000.0,407938.5,32031.0,378000.0,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,0.031329,-14149,-2738,-2187.0,-4273,,1,1,1,1,0,0,Laborers,4.0,2,2,FRIDAY,12,0,0,0,0,0,0,Business Entity Type 2,0.6155258430298352,0.5871102164940745,,0.0247,0.0,0.9737,0.6396,0.0023,0.0,0.1034,0.0417,0.0833,0.0481,0.0202,0.0199,0.0,0.0,0.0252,0.0,0.9737,0.6537,0.0023,0.0,0.1034,0.0417,0.0833,0.0492,0.022,0.0208,0.0,0.0,0.025,0.0,0.9737,0.6444,0.0023,0.0,0.1034,0.0417,0.0833,0.049,0.0205,0.0203,0.0,0.0,reg oper account,block of flats,0.0157,"Stone, brick",No,0.0,0.0,0.0,0.0,-1586.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,2532537,Cash loans,18274.545,180000.0,197820.0,,180000.0,FRIDAY,12,Y,1,,,,XNA,Approved,-1246,Cash through the bank,XAP,"Spouse, partner",Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,18.0,high,Cash Street: high,365243.0,-1216.0,-706.0,-706.0,-697.0,1.0,
265200,0,Cash loans,M,Y,N,1,117000.0,254700.0,17019.0,225000.0,Children,Working,Secondary / secondary special,Married,House / apartment,0.019101,-15067,-883,-4688.0,-4695,9.0,1,1,0,1,0,0,Security staff,3.0,2,2,SATURDAY,13,0,0,0,0,0,0,Business Entity Type 3,,0.6560043856085771,0.3170317785834444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-3238.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,1123491,Cash loans,,0.0,0.0,,,MONDAY,15,Y,1,,,,XNA,Canceled,-149,XNA,XAP,,Refreshed,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,,
358493,0,Cash loans,F,N,Y,0,112500.0,706221.0,22909.5,589500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.016612,-13740,-721,-8839.0,-2556,,1,1,0,1,0,0,,2.0,2,2,THURSDAY,11,0,0,0,0,0,0,Other,0.3880145793571561,0.4824330477219709,0.6397075677637197,0.0619,0.0682,0.9881,0.8368,0.033,0.0,0.1379,0.1667,0.2083,0.0265,0.0504,0.0555,0.0,0.0,0.063,0.0708,0.9881,0.8432,0.0333,0.0,0.1379,0.1667,0.2083,0.0271,0.0551,0.0578,0.0,0.0,0.0625,0.0682,0.9881,0.8390000000000001,0.0332,0.0,0.1379,0.1667,0.2083,0.0269,0.0513,0.0565,0.0,0.0,,block of flats,0.0617,Panel,No,0.0,0.0,0.0,0.0,-156.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4.0,1655596,Cash loans,,0.0,0.0,,,TUESDAY,11,Y,1,,,,XNA,Canceled,-30,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,,
122604,0,Cash loans,F,N,Y,0,144900.0,1057266.0,44923.5,945000.0,Unaccompanied,Pensioner,Secondary / secondary special,Widow,House / apartment,0.020246,-21763,365243,-12947.0,-5301,,1,0,0,1,0,1,,1.0,3,3,MONDAY,8,0,0,0,0,0,0,XNA,,0.7086682304751696,0.5884877883422673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,-494.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,3.0,2045887,Consumer loans,11630.43,59175.0,62298.0,0.0,59175.0,TUESDAY,10,Y,1,0.0,,,XAP,Approved,-1070,Cash through the bank,XAP,Unaccompanied,Repeater,Gardening,POS,XNA,Stone,128,Construction,6.0,middle,POS other with interest,365243.0,-1039.0,-889.0,-889.0,-881.0,0.0,
