SK_ID_CURR,TARGET,NAME_CONTRACT_TYPE_x,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT_x,AMT_ANNUITY_x,AMT_GOODS_PRICE_x,NAME_TYPE_SUITE_x,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,OWN_CAR_AGE,FLAG_MOBIL,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,WEEKDAY_APPR_PROCESS_START_x,HOUR_APPR_PROCESS_START_x,REG_REGION_NOT_LIVE_REGION,REG_REGION_NOT_WORK_REGION,LIVE_REGION_NOT_WORK_REGION,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,ORGANIZATION_TYPE,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,APARTMENTS_AVG,BASEMENTAREA_AVG,YEARS_BEGINEXPLUATATION_AVG,YEARS_BUILD_AVG,COMMONAREA_AVG,ELEVATORS_AVG,ENTRANCES_AVG,FLOORSMAX_AVG,FLOORSMIN_AVG,LANDAREA_AVG,LIVINGAPARTMENTS_AVG,LIVINGAREA_AVG,NONLIVINGAPARTMENTS_AVG,NONLIVINGAREA_AVG,APARTMENTS_MODE,BASEMENTAREA_MODE,YEARS_BEGINEXPLUATATION_MODE,YEARS_BUILD_MODE,COMMONAREA_MODE,ELEVATORS_MODE,ENTRANCES_MODE,FLOORSMAX_MODE,FLOORSMIN_MODE,LANDAREA_MODE,LIVINGAPARTMENTS_MODE,LIVINGAREA_MODE,NONLIVINGAPARTMENTS_MODE,NONLIVINGAREA_MODE,APARTMENTS_MEDI,BASEMENTAREA_MEDI,YEARS_BEGINEXPLUATATION_MEDI,YEARS_BUILD_MEDI,COMMONAREA_MEDI,ELEVATORS_MEDI,ENTRANCES_MEDI,FLOORSMAX_MEDI,FLOORSMIN_MEDI,LANDAREA_MEDI,LIVINGAPARTMENTS_MEDI,LIVINGAREA_MEDI,NONLIVINGAPARTMENTS_MEDI,NONLIVINGAREA_MEDI,FONDKAPREMONT_MODE,HOUSETYPE_MODE,TOTALAREA_MODE,WALLSMATERIAL_MODE,EMERGENCYSTATE_MODE,OBS_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,FLAG_DOCUMENT_2,FLAG_DOCUMENT_3,FLAG_DOCUMENT_4,FLAG_DOCUMENT_5,FLAG_DOCUMENT_6,FLAG_DOCUMENT_7,FLAG_DOCUMENT_8,FLAG_DOCUMENT_9,FLAG_DOCUMENT_10,FLAG_DOCUMENT_11,FLAG_DOCUMENT_12,FLAG_DOCUMENT_13,FLAG_DOCUMENT_14,FLAG_DOCUMENT_15,FLAG_DOCUMENT_16,FLAG_DOCUMENT_17,FLAG_DOCUMENT_18,FLAG_DOCUMENT_19,FLAG_DOCUMENT_20,FLAG_DOCUMENT_21,AMT_REQ_CREDIT_BUREAU_HOUR,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_YEAR,SK_ID_PREV,NAME_CONTRACT_TYPE_y,AMT_ANNUITY_y,AMT_APPLICATION,AMT_CREDIT_y,AMT_DOWN_PAYMENT,AMT_GOODS_PRICE_y,WEEKDAY_APPR_PROCESS_START_y,HOUR_APPR_PROCESS_START_y,FLAG_LAST_APPL_PER_CONTRACT,NFLAG_LAST_APPL_IN_DAY,RATE_DOWN_PAYMENT,RATE_INTEREST_PRIMARY,RATE_INTEREST_PRIVILEGED,NAME_CASH_LOAN_PURPOSE,NAME_CONTRACT_STATUS,DAYS_DECISION,NAME_PAYMENT_TYPE,CODE_REJECT_REASON,NAME_TYPE_SUITE_y,NAME_CLIENT_TYPE,NAME_GOODS_CATEGORY,NAME_PORTFOLIO,NAME_PRODUCT_TYPE,CHANNEL_TYPE,SELLERPLACE_AREA,NAME_SELLER_INDUSTRY,CNT_PAYMENT,NAME_YIELD_GROUP,PRODUCT_COMBINATION,DAYS_FIRST_DRAWING,DAYS_FIRST_DUE,DAYS_LAST_DUE_1ST_VERSION,DAYS_LAST_DUE,DAYS_TERMINATION,NFLAG_INSURED_ON_APPROVAL

227470,0,Cash loans,F,N,N,0,180000.0,904500.0,38322.0,904500.0,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,0.030755,-17490,-3442,-14.0,-1043,,1,1,1,1,0,1,Managers,2.0,2,2,WEDNESDAY,8,0,0,0,0,1,1,Transport: type 4,0.8416439415146035,0.5203602717604611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-1899.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,2319316,Cash loans,14746.455,135000.0,143910.0,,135000.0,FRIDAY,17,Y,1,,,,XNA,Approved,-678,Cash through the bank,XAP,,Repeater,XNA,Cash,x-sell,Contact center,-1,XNA,12.0,middle,Cash X-Sell: middle,365243.0,-644.0,-314.0,-644.0,-641.0,0.0

449275,0,Cash loans,F,N,Y,2,157500.0,1125000.0,36292.5,1125000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.031329,-10458,-668,-4449.0,-2761,,1,1,0,1,1,0,Sales staff,4.0,2,2,TUESDAY,13,0,0,0,0,0,0,Trade: type 2,,0.4675305462719178,0.5226973172821112,0.0928,0.0947,0.9886,0.8436,0.0804,0.0,0.2069,0.1667,0.2083,0.0685,0.0756,0.0559,0.0,0.0,0.0945,0.0982,0.9886,0.8497,0.0812,0.0,0.2069,0.1667,0.2083,0.07,0.0826,0.0583,0.0,0.0,0.0937,0.0947,0.9886,0.8457,0.081,0.0,0.2069,0.1667,0.2083,0.0697,0.077,0.0569,0.0,0.0,reg oper account,block of flats,0.0744,Block,No,0.0,0.0,0.0,0.0,-1886.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,2481555,Consumer loans,11836.755,55534.5,44424.0,11110.5,55534.5,THURSDAY,9,Y,1,0.2178887816664333,,,XAP,Approved,-642,Cash through the bank,XAP,Unaccompanied,Repeater,Photo / Cinema Equipment,POS,XNA,Country-wide,45,Connectivity,4.0,middle,POS mobile without interest,365243.0,-610.0,-520.0,-520.0,-513.0,0.0

366867,1,Cash loans,F,N,Y,1,85500.0,348264.0,23404.5,315000.0,Family,Commercial associate,Secondary / secondary special,Married,House / apartment,0.008625,-16967,-693,-4605.0,-495,,1,1,0,1,0,0,Sales staff,3.0,2,2,TUESDAY,9,0,0,0,0,0,0,Self-employed,,0.5912070216421211,0.4400578303966329,0.0103,0.0187,0.9717,0.6124,,0.0,0.069,0.0833,,0.0204,,0.0111,,,0.0105,0.0194,0.9717,0.6276,,0.0,0.069,0.0833,,0.0208,,0.0115,,,0.0104,0.0187,0.9717,0.6176,,0.0,0.069,0.0833,,0.0207,,0.0113,,,reg oper account,block of flats,0.0148,"Stone, brick",No,1.0,0.0,1.0,0.0,-239.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,2148909,Revolving loans,2250.0,45000.0,45000.0,,45000.0,MONDAY,16,Y,1,,,,XAP,Approved,-239,XNA,XAP,Family,New,XNA,Cards,walk-in,Country-wide,2200,Consumer electronics,0.0,XNA,Card Street,-238.0,-195.0,365243.0,365243.0,365243.0,0.0

157188,1,Cash loans,F,Y,Y,1,157500.0,139405.5,7690.5,94500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.035792,-13662,-353,-544.0,-1847,4.0,1,1,0,1,0,0,Accountants,3.0,2,2,SUNDAY,16,0,0,0,0,1,1,Other,0.3078439674048036,0.5998399677486469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-1727.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,2111140,Consumer loans,1972.305,17950.5,17752.5,1795.5,17950.5,MONDAY,11,Y,1,0.1000339025615268,,,XAP,Approved,-2421,Cash through the bank,XAP,Unaccompanied,Refreshed,Mobile,POS,XNA,Country-wide,33,Connectivity,12.0,high,POS mobile with interest,365243.0,-2390.0,-2060.0,-2060.0,-2058.0,1.0

348735,0,Revolving loans,M,N,N,2,202500.0,270000.0,13500.0,270000.0,Unaccompanied,Commercial associate,Higher education,Married,Rented apartment,0.02461,-10137,-340,-4816.0,-2802,,1,1,0,1,0,0,Managers,4.0,2,2,THURSDAY,17,0,0,0,0,0,0,Business Entity Type 3,0.4152726412593211,0.7325887847006037,0.5549467685334323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-376.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,1.0,1464753,Consumer loans,9623.565,69210.0,59004.0,13860.0,69210.0,THURSDAY,19,Y,1,0.2071640316205533,,,XAP,Approved,-1316,Cash through the bank,XAP,,New,Mobile,POS,XNA,Country-wide,30,Connectivity,8.0,high,POS mobile with interest,365243.0,-1273.0,-1063.0,-1093.0,-1089.0,0.0

196782,0,Cash loans,M,Y,N,0,202500.0,49500.0,4626.0,49500.0,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,0.00963,-8534,-1135,-3404.0,-1191,6.0,1,1,1,1,1,0,Sales staff,2.0,2,2,FRIDAY,19,0,0,0,0,1,1,Trade: type 2,0.1900757029931304,0.5753211524089545,0.3606125659189888,0.0175,0.0536,0.9831,,,0.0,0.1034,0.0417,,0.0379,,0.0173,,0.003,0.0179,0.0557,0.9831,,,0.0,0.1034,0.0417,,0.0387,,0.018,,0.0032,0.0177,0.0536,0.9831,,,0.0,0.1034,0.0417,,0.0385,,0.0176,,0.0031,,block of flats,0.0156,"Stone, brick",No,9.0,0.0,8.0,0.0,-914.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0,2281744,Revolving loans,2250.0,45000.0,45000.0,,45000.0,THURSDAY,14,Y,1,,,,XAP,Refused,-15,XNA,SCO,Unaccompanied,Repeater,XNA,Cards,walk-in,Country-wide,400,Consumer electronics,0.0,XNA,Card Street,,,,,,

172266,0,Cash loans,M,N,Y,0,202500.0,1288350.0,37800.0,1125000.0,Unaccompanied,State servant,Secondary / secondary special,Married,House / apartment,0.007305,-21078,-5913,-4677.0,-4019,,1,1,0,1,0,0,Laborers,2.0,3,3,THURSDAY,13,0,0,0,0,0,0,Housing,,0.5683556680894969,0.8171723992791566,0.1603,0.0602,0.9806,0.7348,0.0,0.0,0.1034,0.1667,0.0417,0.0,0.1294,0.061,0.0,0.0079,0.1618,0.0611,0.9806,0.7452,0.0,0.0,0.1034,0.1667,0.0417,0.0,0.1414,0.06,0.0,0.0,0.1619,0.0602,0.9806,0.7383,0.0,0.0,0.1034,0.1667,0.0417,0.0,0.1317,0.0621,0.0,0.0081,reg oper account,block of flats,0.0453,"Stone, brick",No,3.0,0.0,3.0,0.0,-420.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,2000382,Consumer loans,8974.755,70379.64,68562.0,7042.14,70379.64,SATURDAY,10,Y,1,0.1014432629555135,,,XAP,Approved,-2532,Cash through the bank,XAP,"Spouse, partner",New,Audio/Video,POS,XNA,Country-wide,2193,Consumer electronics,10.0,high,POS household with interest,365243.0,-2501.0,-2231.0,-2231.0,-2223.0,1.0

222017,0,Cash loans,F,Y,N,0,94500.0,251091.0,23364.0,238500.0,Family,Pensioner,Secondary / secondary special,Widow,House / apartment,0.010006,-25018,365243,-4699.0,-1623,4.0,1,0,0,1,0,0,,1.0,2,1,FRIDAY,11,0,0,0,0,0,0,XNA,0.6104153528257009,0.5595638015383632,0.5902333386185574,0.334,0.2129,0.9866,0.8164,0.0816,0.36,0.3103,0.3333,0.375,0.1489,0.2681,0.332,0.0193,0.0929,0.3403,0.2209,0.9866,0.8236,0.0823,0.3625,0.3103,0.3333,0.375,0.1523,0.2929,0.3459,0.0195,0.0983,0.3373,0.2129,0.9866,0.8189,0.0821,0.36,0.3103,0.3333,0.375,0.1515,0.2728,0.3379,0.0194,0.0948,reg oper account,block of flats,0.3305,Panel,No,8.0,1.0,8.0,0.0,-1678.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,1128752,Consumer loans,19809.0,184891.5,178299.0,18490.5,184891.5,MONDAY,15,Y,1,0.102331859446492,,,XAP,Approved,-860,Cash through the bank,XAP,Unaccompanied,Repeater,Medicine,POS,XNA,Stone,40,Industry,10.0,low_normal,POS industry with interest,,,,,,

419394,0,Cash loans,F,N,Y,0,112500.0,765000.0,25411.5,765000.0,Unaccompanied,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,0.0145199999999999,-20334,365243,-728.0,-3367,,1,0,0,1,0,0,,2.0,2,2,WEDNESDAY,13,0,0,0,0,0,0,XNA,,0.3119286933846768,0.4543210601605785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-1005.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4.0,1649827,Revolving loans,,0.0,0.0,,,WEDNESDAY,9,Y,1,,,,XAP,Canceled,-168,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Card Street,,,,,,

378914,1,Cash loans,F,N,N,0,135000.0,284400.0,18513.0,225000.0,Family,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,0.032561,-16508,-2345,-2425.0,-42,,1,1,0,1,0,0,,2.0,1,1,SATURDAY,11,0,0,0,0,0,0,Business Entity Type 1,0.4800471741526477,0.5094147648383065,,0.0062,0.1205,0.9687,0.5716,0.0102,0.0,0.1034,0.1667,0.2083,,0.0042,0.0816,0.0039,0.0953,0.0063,0.125,0.9687,0.5884,0.0103,0.0,0.1034,0.1667,0.2083,,0.0046,0.0851,0.0039,0.1009,0.0062,0.1205,0.9687,0.5773,0.0103,0.0,0.1034,0.1667,0.2083,,0.0043,0.0831,0.0039,0.0973,reg oper account,block of flats,0.0905,"Stone, brick",No,0.0,0.0,0.0,0.0,-1268.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0,1406377,Cash loans,24225.21,180000.0,218308.5,,180000.0,MONDAY,14,Y,1,,,,XNA,Approved,-1097,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,100,XNA,12.0,high,Cash X-Sell: high,365243.0,-1067.0,-737.0,-737.0,-734.0,1.0

133808,0,Revolving loans,F,N,Y,0,85500.0,315000.0,15750.0,315000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,0.031329,-10304,-422,-5391.0,-2945,,1,1,0,1,0,0,,2.0,2,2,WEDNESDAY,12,0,0,0,0,1,1,Business Entity Type 3,0.0996249852424592,0.5685058739405857,0.2188590822283744,0.0186,,0.9831,0.7688,,0.0,0.1034,0.0417,0.0833,0.0209,0.0151,0.0098,0.0,0.025,0.0189,,0.9831,0.7779,,0.0,0.1034,0.0417,0.0833,0.0214,0.0165,0.0102,0.0,0.0265,0.0187,,0.9831,0.7719,,0.0,0.1034,0.0417,0.0833,0.0213,0.0154,0.01,0.0,0.0255,reg oper account,block of flats,0.0132,"Stone, brick",No,0.0,0.0,0.0,0.0,-303.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,1573594,Cash loans,18851.535,90000.0,92970.0,,90000.0,FRIDAY,14,Y,1,,,,XNA,Approved,-789,XNA,XAP,"Spouse, partner",Repeater,XNA,Cash,walk-in,AP+ (Cash loan),-1,XNA,6.0,high,Cash Street: high,365243.0,-759.0,-609.0,-669.0,-660.0,1.0

